SOATO	NAME	OBL	RAION	SOVET	TIP	GNI	DATAV	SOATON	DATEL	MAL
1204890036	Поленичицы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Столовичский	д.	202	27.09.2002			
1204890041	Столовичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Столовичский	аг.	202	27.09.2002			2
1204890046	Судари	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Столовичский	д.	202	27.09.2002			
1204890051	Торчицы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Столовичский	д.	202	27.09.2002			
1204890056	Тюкантовичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Столовичский	д.	202	27.09.2002			
1204894006	Белолесье	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Тешевлянский	д.	202	27.09.2002			
1204894011	Заболотье	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Тешевлянский	д.	202	27.09.2002			
1204894016	Лебежаны	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Тешевлянский	д.	202	27.09.2002			
1204894021	Люшнево	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Тешевлянский	д.	202	27.09.2002			
1204894026	Первомайский	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Тешевлянский	п.	202	27.09.2002			
1204894031	Старая Мышь	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Тешевлянский	д.	202	27.09.2002			
1204894036	Тешевле	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Тешевлянский	д.	202	03.04.2007			
1204894041	Тюхневичи	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Тешевлянский	д.	202	27.09.2002			
1204894046	Шпаковцы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Тешевлянский	д.	202	27.09.2002			
1204896006	Богуши	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Утесский	д.	202	27.09.2002			
1204896011	Кадычицы	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Утесский	д.	202	27.09.2002			
1204896016	Новосады	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Утесский	д.	202	27.09.2002			
1204896021	Рагозница	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Утесский	д.	202	03.04.2007			
1204896026	Утес	БРЕСТСКАЯ ОБЛАСТЬ	Барановичский	Утесский	д.	202	27.09.2002			
1208501000	Береза	БРЕСТСКАЯ ОБЛАСТЬ			г.	203	27.09.2002			1
1208510000	Белоозерск	БРЕСТСКАЯ ОБЛАСТЬ	Березовский		г.	203	27.09.2002			1
1208804051	Лисичицы	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Белоозерский	д.	203	27.09.2002			
1208804056	Маневичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Белоозерский	д.	203	27.09.2002			
1208804061	Нивки	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Белоозерский	д.	203	27.09.2002			
1208804066	Нивы	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Белоозерский	д.	203	27.09.2002			
1208804071	Ольшево	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Белоозерский	д.	203	27.09.2002			
1208804076	Хрисо	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Белоозерский	д.	203	27.09.2002			
1208807036	Заречье	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Березовский	д.	203	27.09.2002			
1208807041	Круглое	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Березовский	д.	203	27.09.2002			
1208807046	Леошки	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Березовский	д.	203	27.09.2002			
1208807051	Морможево	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Березовский	д.	203	27.09.2002			
1208807056	Новоселки	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Березовский	д.	203	27.09.2002			
1208807061	Подосье	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Березовский	д.	203	27.09.2002			
1208807066	Порослово	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Березовский	д.	203	27.09.2002			
1208807076	Светоч	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Березовский	д.	203	27.09.2002			
1208807081	Селовщина	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Березовский	д.	203	27.09.2002			
1208807086	Хомичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Березовский	д.	203	27.09.2002			
1208809006	Большие Лесковичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Борковский	д.	203	27.09.2002			
1208809011	Борки	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Борковский	аг.	203	27.09.2002			2
1208809016	Кошелево	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Борковский	д.	203	27.09.2002			
1208809021	Малые Лесковичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Борковский	д.	203	27.09.2002			
1208809026	Михалки	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Борковский	д.	203	27.09.2002			
1208809031	Пешки	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Борковский	д.	203	27.09.2002			
1208809036	Черняково	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Борковский	д.	203	27.09.2002			
1208814021	Дягелец	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Здитовский	д.	203	27.09.2002			
1208814026	Здитово	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Здитовский	аг.	203	27.09.2002			2
1208814031	Колония	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Здитовский	д.	203	27.09.2002			
1208814036	Мошковичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Здитовский	д.	203	27.09.2002			
1208814041	Песчанка	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Здитовский	д.	203	27.09.2002			
1208814046	Угляны	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Здитовский	д.	203	27.09.2002			
1208814051	Шилин	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Здитовский	д.	203	27.09.2002			
1208814056	Шилинок	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Здитовский	д.	203	27.09.2002			
1208820006	Бухали	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208820011	Висневичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208820016	Горск	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208820021	Грицевичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208820026	Давыдовичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208820031	Залужье	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208820036	Лукомер	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208820041	Малеч	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	аг.	203	27.09.2002			2
1208820046	Олехновичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208820051	Павловичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208820056	Подкраичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	аг.	203	27.09.2002			2
1208820061	Постолово	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208820066	Рыгали	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208820071	Сосновка	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208820076	Хойники	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208820081	Черничное	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Малечский	д.	203	27.09.2002			
1208823006	Батарея	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Междулесский	д.	203	27.09.2002			
1208823011	Еленово	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Междулесский	д.	203	27.09.2002			
1208823016	Костюки	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Междулесский	д.	203	27.09.2002			
1208823021	Матвеевичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Междулесский	д.	203	27.09.2002			
1208823026	Междулесье	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Междулесский	аг.	203	27.09.2002			2
1208823031	Михалинок	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Междулесский	д.	203	27.09.2002			
1208823036	Ставки	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Междулесский	д.	203	27.09.2002			
1208823041	Судиловичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Междулесский	д.	203	27.09.2002			
1208828011	Ворожбиты	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Нарутовичский	д.	203	27.09.2002			
1208828016	Кривоблоты	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Нарутовичский	д.	203	27.09.2002			
1208828021	Михновичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Нарутовичский	д.	203	27.09.2002			
1208828026	Нарутовичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Нарутовичский	аг.	203	27.09.2002			2
1208828031	Оницевичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Нарутовичский	д.	203	27.09.2002			
1208828036	Осовцы	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Нарутовичский	д.	203	27.09.2002			
1208828041	Пляховщина	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Нарутовичский	д.	203	27.09.2002			
1208840011	Вощанка	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Первомайский	д.	203	27.09.2002			
1208840016	Жичин	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Первомайский	д.	203	27.09.2002			
1208840021	Кабаки	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Первомайский	аг.	203	27.09.2002			2
1208840026	Карпеши	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Первомайский	д.	203	27.09.2002			
1208840031	Нивищи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Первомайский	д.	203	27.09.2002			
1208840036	Первомайская	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Первомайский	аг.	203	27.09.2002			2
1208840041	Песчанка	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Первомайский	д.	203	27.09.2002			
1208840046	Тихны	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Первомайский	д.	203	27.09.2002			
1208850011	Войтешин	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Песковский	д.	203	27.09.2002			
1208850016	Пески	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Песковский	аг.	203	03.04.2007			2
1208850021	Ярцевичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Песковский	д.	203	27.09.2002			
1208854036	Зубачи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Селецкий	д.	203	27.09.2002			
1208854041	Куровщина	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Селецкий	д.	203	27.09.2002			
1208854046	Осека	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Селецкий	д.	203	27.09.2002			
1208854051	Панасовичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Селецкий	д.	203	27.09.2002			
1208854056	Рогачи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Селецкий	д.	203	27.09.2002			
1208854061	Селец	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Селецкий	д.	203	27.09.2002			
1208854066	Сошица	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Селецкий	д.	203	27.09.2002			
1208854071	Утраны	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Селецкий	д.	203	27.09.2002			
1208854076	Ясевичи	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Селецкий	д.	203	27.09.2002			
1208857006	Бармуты	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Сигневичский	д.	203	27.09.2002			
1208857011	Винин	БРЕСТСКАЯ ОБЛАСТЬ	Березовский	Сигневичский	д.	203	27.09.2002			
